event_index,costmap_name,ros_before_sleep_sec,ros_update_start_sec,ros_update_complete_sec,ros_elapsed_during_sleep_ms,nominal_update_period_ms,previous_update_age_before_refresh_ms,update_duration_ms,update_completion_interval_ms,update_temporal_displacement_ms,requested_delay_us,measured_delay_us,delay_error_us
0,local_costmap,2.121000000,3.125000000,3.125000000,1004.000000000,100.000000000,-1.000000000,0.247003000,-1.000000000,-1.000000000,1000000,1000063,63
1,local_costmap,3.125000000,4.120000000,4.120000000,995.000000000,100.000000000,1000.338241000,2.058871000,1002.397112000,902.397112000,1000000,1000058,58
2,local_costmap,4.121000000,5.096000000,5.097000000,975.000000000,100.000000000,1000.252906000,1.647140000,1001.900046000,901.900046000,1000000,1000065,65
3,local_costmap,5.098000000,6.100000000,6.101000000,1002.000000000,100.000000000,1000.226747000,1.546585000,1001.773332000,901.773332000,1000000,1000059,59
4,local_costmap,6.101000000,7.101000000,7.103000000,1000.000000000,100.000000000,1001.288238000,1.694639000,1002.982877000,902.982877000,1000000,1001132,1132
5,local_costmap,7.104000000,8.100000000,8.100000000,996.000000000,100.000000000,1001.734884000,1.856575000,1003.591459000,903.591459000,1000000,1000067,67
6,local_costmap,8.100000000,9.095000000,9.095000000,995.000000000,100.000000000,1000.791361000,1.834724000,1002.626085000,902.626085000,1000000,1000603,603
7,local_costmap,9.095000000,10.091000000,10.093000000,996.000000000,100.000000000,1000.260412000,1.597799000,1001.858211000,901.858211000,1000000,1000062,62
8,local_costmap,10.093000000,11.093000000,11.095000000,1000.000000000,100.000000000,1000.208006000,1.737922000,1001.945928000,901.945928000,1000000,1000033,33
9,local_costmap,11.095000000,12.084000000,12.084000000,989.000000000,100.000000000,1000.242886000,1.584595000,1001.827481000,901.827481000,1000000,1000060,60
10,local_costmap,12.084000000,13.057000000,13.057000000,973.000000000,100.000000000,1000.263501000,3.589876000,1003.853377000,903.853377000,1000000,1000081,81
11,local_costmap,13.062000000,14.051000000,14.054000000,989.000000000,100.000000000,1001.273155000,2.172671000,1003.445826000,903.445826000,1000000,1000063,63
12,local_costmap,14.054000000,15.051000000,15.051000000,997.000000000,100.000000000,1000.562795000,1.605442000,1002.168237000,902.168237000,1000000,1000316,316
13,local_costmap,15.051000000,16.051000000,16.051000000,1000.000000000,100.000000000,1000.222707000,1.506347000,1001.729054000,901.729054000,1000000,1000064,64
