event_index,costmap_name,ros_before_sleep_sec,ros_update_start_sec,ros_update_complete_sec,ros_elapsed_during_sleep_ms,nominal_update_period_ms,previous_update_age_before_refresh_ms,update_duration_ms,update_completion_interval_ms,update_temporal_displacement_ms,requested_delay_us,measured_delay_us,delay_error_us
0,local_costmap,28.278000000,28.278000000,28.278000000,0.000000000,100.000000000,-1.000000000,0.176231000,-1.000000000,-1.000000000,0,0,0
1,local_costmap,28.378000000,28.378000000,28.378000000,0.000000000,100.000000000,99.565198000,0.001625000,99.566823000,-0.433177000,0,0,0
2,local_costmap,28.478000000,28.478000000,28.478000000,0.000000000,100.000000000,92.702522000,0.166334000,92.868856000,-7.131144000,0,0,0
3,local_costmap,28.578000000,28.578000000,28.578000000,0.000000000,100.000000000,101.468344000,4.132344000,105.600688000,5.600688000,0,0,0
4,local_costmap,28.678000000,28.678000000,28.678000000,0.000000000,100.000000000,101.927778000,2.513448000,104.441226000,4.441226000,0,0,0
5,local_costmap,28.778000000,28.778000000,28.778000000,0.000000000,100.000000000,94.087494000,2.185233000,96.272727000,-3.727273000,0,0,0
6,local_costmap,28.879000000,28.879000000,28.879000000,0.000000000,100.000000000,101.131799000,1.968925000,103.100724000,3.100724000,0,0,0
7,local_costmap,28.978000000,28.978000000,28.978000000,0.000000000,100.000000000,93.354108000,2.980238000,96.334346000,-3.665654000,0,0,0
8,local_costmap,29.078000000,29.078000000,29.080000000,0.000000000,100.000000000,100.510296000,2.003691000,102.513987000,2.513987000,0,0,0
9,local_costmap,29.178000000,29.178000000,29.181000000,0.000000000,100.000000000,99.495393000,2.361514000,101.856907000,1.856907000,0,0,0
10,local_costmap,29.278000000,29.278000000,29.280000000,0.000000000,100.000000000,108.425388000,2.288169000,110.713557000,10.713557000,0,0,0
11,local_costmap,29.382000000,29.382000000,29.384000000,0.000000000,100.000000000,99.343711000,2.030709000,101.374420000,1.374420000,0,0,0
12,local_costmap,29.478000000,29.478000000,29.478000000,0.000000000,100.000000000,119.842028000,2.089523000,121.931551000,21.931551000,0,0,0
13,local_costmap,29.578000000,29.578000000,29.578000000,0.000000000,100.000000000,93.061098000,2.034532000,95.095630000,-4.904370000,0,0,0
14,local_costmap,29.679000000,29.679000000,29.679000000,0.000000000,100.000000000,93.369945000,2.485519000,95.855464000,-4.144536000,0,0,0
15,local_costmap,29.778000000,29.778000000,29.780000000,0.000000000,100.000000000,92.606295000,2.060071000,94.666366000,-5.333634000,0,0,0
16,local_costmap,29.879000000,29.879000000,29.881000000,0.000000000,100.000000000,102.953300000,2.203005000,105.156305000,5.156305000,0,0,0
17,local_costmap,29.978000000,29.978000000,29.978000000,0.000000000,100.000000000,100.293098000,2.418737000,102.711835000,2.711835000,0,0,0
18,local_costmap,30.078000000,30.078000000,30.078000000,0.000000000,100.000000000,91.470802000,2.326155000,93.796957000,-6.203043000,0,0,0
19,local_costmap,30.178000000,30.178000000,30.178000000,0.000000000,100.000000000,103.364535000,2.474915000,105.839450000,5.839450000,0,0,0
20,local_costmap,30.278000000,30.278000000,30.278000000,0.000000000,100.000000000,90.921382000,2.591379000,93.512761000,-6.487239000,0,0,0
21,local_costmap,30.378000000,30.378000000,30.380000000,0.000000000,100.000000000,101.613521000,2.073997000,103.687518000,3.687518000,0,0,0
22,local_costmap,30.478000000,30.478000000,30.478000000,0.000000000,100.000000000,114.364457000,2.058441000,116.422898000,16.422898000,0,0,0
23,local_costmap,30.579000000,30.579000000,30.579000000,0.000000000,100.000000000,92.133882000,2.092054000,94.225936000,-5.774064000,0,0,0
24,local_costmap,30.679000000,30.679000000,30.679000000,0.000000000,100.000000000,98.119586000,2.047331000,100.166917000,0.166917000,0,0,0
25,local_costmap,30.778000000,30.778000000,30.778000000,0.000000000,100.000000000,99.170442000,2.068113000,101.238555000,1.238555000,0,0,0
26,local_costmap,30.878000000,30.878000000,30.878000000,0.000000000,100.000000000,92.560533000,2.791725000,95.352258000,-4.647742000,0,0,0
27,local_costmap,30.978000000,30.978000000,30.978000000,0.000000000,100.000000000,97.941537000,3.053214000,100.994751000,0.994751000,0,0,0
28,local_costmap,31.078000000,31.078000000,31.078000000,0.000000000,100.000000000,102.983600000,2.445284000,105.428884000,5.428884000,0,0,0
29,local_costmap,31.178000000,31.178000000,31.179000000,0.000000000,100.000000000,94.704832000,2.428511000,97.133343000,-2.866657000,0,0,0
30,local_costmap,31.278000000,31.278000000,31.278000000,0.000000000,100.000000000,92.046679000,2.545191000,94.591870000,-5.408130000,0,0,0
31,local_costmap,31.378000000,31.378000000,31.378000000,0.000000000,100.000000000,102.096678000,2.467128000,104.563806000,4.563806000,0,0,0
32,local_costmap,31.479000000,31.479000000,31.479000000,0.000000000,100.000000000,101.564298000,2.531028000,104.095326000,4.095326000,0,0,0
33,local_costmap,31.579000000,31.579000000,31.579000000,0.000000000,100.000000000,97.015825000,2.424469000,99.440294000,-0.559706000,0,0,0
