INS_BEFORE_WPNAV_US,INS_AFTER_WPNAV_US,INS_UPDATED_DURING_WPNAV,STATE_AGE_AT_WPNAV_US,WPNAV_ELAPSED_WALL_US,SIM_TIME_US,WALL_TIME_US,CONTROL_DT_SIM_US,CONTROL_DT_WALL_US,CONTROL_OVERRUN_SIM_US,CONTROL_OVERRUN_WALL_US,INS_UPDATE_US,INS_DT_US,PRODUCER_SIM_US,PRODUCER_WALL_US,AGE_SIM_US,AGE_WALL_US,NAV_INDEX,WP_DISTANCE_CM,REF_VEL_N,SIM_VEL_N,REF_VEL_E,SIM_VEL_E
43918259,43918259,0,0,4,43918259,22246662210,0,0,0,0,43918259,0,0,0,0,0,0,1,0.000,-2.149,0.000,2.911
43920758,43920758,0,0,7,43920758,22246662754,2499,544,0,0,43920758,2499,0,0,0,0,0,1,0.000,-2.152,0.000,2.914
43923257,43923257,0,0,2,43923257,22246662959,2499,205,0,0,43923257,2499,0,0,0,0,0,1,0.000,-2.154,0.000,2.919
43925756,43925756,0,0,2,43925756,22246663062,2499,103,0,0,43925756,2499,0,0,0,0,0,1,0.000,-2.140,0.000,2.900
43928255,43928255,0,0,2,43928255,22246663199,2499,137,0,0,43928255,2499,0,0,0,0,0,1,0.000,-2.144,0.000,2.906
43930754,43930754,0,0,3,43930754,22246663446,2499,247,0,0,43930754,2499,0,0,0,0,0,1,0.000,-2.147,0.000,2.910
43933253,43933253,0,0,3,43933253,22246663579,2499,133,0,0,43933253,2499,0,0,0,0,0,1,0.000,-2.149,0.000,2.915
43935752,43935752,0,0,3,43935752,22246663683,2499,104,0,0,43935752,2499,0,0,0,0,0,1,0.000,-2.136,0.000,2.895
43938251,43938251,0,0,3,43938251,22246663851,2499,168,0,0,43938251,2499,0,0,0,0,0,1,0.000,-2.139,0.000,2.901
43940750,43940750,0,0,2,43940750,22246663962,2499,111,0,0,43940750,2499,0,0,0,0,0,1,0.000,-2.142,0.000,2.906
43943249,43943249,0,0,2,43943249,22246664078,2499,116,0,0,43943249,2499,0,0,0,0,0,1,0.000,-2.146,0.000,2.909
43945748,43945748,0,0,2,43945748,22246664185,2499,107,0,0,43945748,2499,0,0,0,0,0,1,0.000,-2.133,0.000,2.891
43948247,43948247,0,0,3,43948247,22246664387,2499,202,0,0,43948247,2499,0,0,0,0,0,1,0.000,-2.137,0.000,2.896
43950746,43950746,0,0,8,43950746,22246695756,2499,31369,0,28869,43950746,2499,0,0,0,0,0,1,0.000,-2.140,0.000,2.900
43953245,43953245,0,0,4,43953245,22246696004,2499,248,0,0,43953245,2499,0,0,0,0,0,1,0.000,-2.143,0.000,2.907
43955744,43955744,0,0,3,43955744,22246696136,2499,132,0,0,43955744,2499,0,0,0,0,0,1,0.000,-2.130,0.000,2.890
43958243,43958243,0,0,3,43958243,22246696287,2499,151,0,0,43958243,2499,0,0,0,0,0,1,0.000,-2.132,0.000,2.896
43960742,43960742,0,0,2,43960742,22246696409,2499,122,0,0,43960742,2499,0,0,0,0,0,1,0.000,-2.134,0.000,2.900
43963241,43963241,0,0,2,43963241,22246696540,2499,131,0,0,43963241,2499,0,0,0,0,0,1,0.000,-2.137,0.000,2.905
43965740,43965740,0,0,3,43965740,22246696661,2499,121,0,0,43965740,2499,0,0,0,0,0,1,0.000,-2.126,0.000,2.886
43968239,43968239,0,0,3,43968239,22246696803,2499,142,0,0,43968239,2499,0,0,0,0,0,1,0.000,-2.130,0.000,2.890
43970738,43970738,0,0,3,43970738,22246696937,2499,134,0,0,43970738,2499,0,0,0,0,0,1,0.000,-2.131,0.000,2.892
43973237,43973237,0,0,3,43973237,22246697069,2499,132,0,0,43973237,2499,0,0,0,0,0,1,0.000,-2.137,0.000,2.899
43975736,43975736,0,0,3,43975736,22246697183,2499,114,0,0,43975736,2499,0,0,0,0,0,1,0.000,-2.124,0.000,2.882
43978235,43978235,0,0,3,43978235,22246697337,2499,154,0,0,43978235,2499,0,0,0,0,0,1,0.000,-2.127,0.000,2.887
43980734,43980734,0,0,3,43980734,22246697458,2499,121,0,0,43980734,2499,0,0,0,0,0,1,0.000,-2.129,0.000,2.890
43983233,43983233,0,0,9,43983233,22246728425,2499,30967,0,28467,43983233,2499,0,0,0,0,0,1,0.000,-2.131,0.000,2.894
43985732,43985732,0,0,4,43985732,22246728654,2499,229,0,0,43985732,2499,0,0,0,0,0,1,0.000,-2.120,0.000,2.878
43988231,43988231,0,0,4,43988231,22246728892,2499,238,0,0,43988231,2499,0,0,0,0,0,1,0.000,-2.123,0.000,2.883
43990730,43990730,0,0,4,43990730,22246729095,2499,203,0,0,43990730,2499,0,0,0,0,0,1,0.000,-2.126,0.000,2.887
43993229,43993229,0,0,5,43993229,22246729297,2499,202,0,0,43993229,2499,0,0,0,0,0,1,0.000,-2.131,0.000,2.892
43995728,43995728,0,0,4,43995728,22246729473,2499,176,0,0,43995728,2499,0,0,0,0,0,1,0.000,-2.119,0.000,2.877
43998227,43998227,0,0,4,43998227,22246729706,2499,233,0,0,43998227,2499,0,0,0,0,0,1,0.000,-2.123,0.000,2.882
44000726,44000726,0,0,4,44000726,22246729887,2499,181,0,0,44000726,2499,0,0,0,0,0,1,0.000,-2.125,0.000,2.886
44003225,44003225,0,0,4,44003225,22246730088,2499,201,0,0,44003225,2499,0,0,0,0,0,1,0.000,-2.129,0.000,2.892
44005724,44005724,0,0,9,44005724,22246730889,2499,801,0,0,44005724,2499,0,0,0,0,0,1,0.000,-2.119,0.000,2.877
44008223,44008223,0,0,4,44008223,22246731140,2499,251,0,0,44008223,2499,0,0,0,0,0,1,0.000,-2.121,0.000,2.883
44010722,44010722,0,0,4,44010722,22246731357,2499,217,0,0,44010722,2499,0,0,0,0,0,1,0.000,-2.122,0.000,2.887
44013221,44013221,0,0,6,44013221,22246732060,2499,703,0,0,44013221,2499,0,0,0,0,0,1,0.000,-2.126,0.000,2.892
44015720,44015720,0,0,7,44015720,22246763001,2499,30941,0,28441,44015720,2499,0,0,0,0,0,1,0.000,-2.116,0.000,2.878
44018219,44018219,0,0,3,44018219,22246763223,2499,222,0,0,44018219,2499,0,0,0,0,0,1,0.000,-2.117,0.000,2.883
44020718,44020718,0,0,2,44020718,22246763332,2499,109,0,0,44020718,2499,0,0,0,0,0,1,0.000,-2.119,0.000,2.886
44023217,44023217,0,0,3,44023217,22246763487,2499,155,0,0,44023217,2499,0,0,0,0,0,1,0.000,-2.123,0.000,2.892
44025716,44025716,0,0,5,44025716,22246763852,2499,365,0,0,44025716,2499,0,0,0,0,0,1,0.000,-2.113,0.000,2.880
