INS_BEFORE_WPNAV_US,INS_AFTER_WPNAV_US,INS_UPDATED_DURING_WPNAV,STATE_AGE_AT_WPNAV_US,WPNAV_ELAPSED_WALL_US,SIM_TIME_US,WALL_TIME_US,CONTROL_DT_SIM_US,CONTROL_DT_WALL_US,CONTROL_OVERRUN_SIM_US,CONTROL_OVERRUN_WALL_US,INS_UPDATE_US,INS_DT_US,PRODUCER_SIM_US,PRODUCER_WALL_US,AGE_SIM_US,AGE_WALL_US,NAV_INDEX,WP_DISTANCE_CM,REF_VEL_N,SIM_VEL_N,REF_VEL_E,SIM_VEL_E
64943179,64943179,0,0,6,64943179,21943986501,0,0,0,0,64943179,0,0,0,0,0,0,2,0.000,-2.694,0.000,3.402
64945678,64945678,0,0,3,64945678,21943986628,2499,127,0,0,64945678,2499,0,0,0,0,0,2,0.000,-2.678,0.000,3.382
64948177,64948177,0,0,2,64948177,21943986753,2499,125,0,0,64948177,2499,0,0,0,0,0,2,0.000,-2.683,0.000,3.390
64950676,64950676,0,0,2,64950676,21943986858,2499,105,0,0,64950676,2499,0,0,0,0,0,2,0.000,-2.686,0.000,3.394
64953175,64953175,0,0,3,64953175,21943986968,2499,110,0,0,64953175,2499,0,0,0,0,0,2,0.000,-2.689,0.000,3.400
64955674,64955674,0,0,4,64955674,21943987081,2499,113,0,0,64955674,2499,0,0,0,0,0,2,0.000,-2.674,0.000,3.380
64958173,64958173,0,0,2,64958173,21943987217,2499,136,0,0,64958173,2499,0,0,0,0,0,2,0.000,-2.677,0.000,3.387
64960672,64960672,0,0,2,64960672,21943987315,2499,98,0,0,64960672,2499,0,0,0,0,0,2,0.000,-2.680,0.000,3.390
64963171,64963171,0,0,2,64963171,21943987426,2499,111,0,0,64963171,2499,0,0,0,0,0,2,0.000,-2.685,0.000,3.397
64965670,64965670,0,0,2,64965670,21943987516,2499,90,0,0,64965670,2499,0,0,0,0,0,2,0.000,-2.672,0.000,3.379
64968169,64968169,0,0,5,64968169,21943987632,2499,116,0,0,64968169,2499,0,0,0,0,0,2,0.000,-2.677,0.000,3.386
64970668,64970668,0,0,3,64970668,21943987893,2499,261,0,0,64970668,2499,0,0,0,0,0,2,0.000,-2.680,0.000,3.390
64973167,64973167,0,0,2,64973167,21943988002,2499,109,0,0,64973167,2499,0,0,0,0,0,2,0.000,-2.685,0.000,3.396
64975666,64975666,0,0,8,64975666,21944019509,2499,31507,0,29007,64975666,2499,0,0,0,0,0,2,0.000,-2.673,0.000,3.379
64978165,64978165,0,0,3,64978165,21944019691,2499,182,0,0,64978165,2499,0,0,0,0,0,2,0.000,-2.678,0.000,3.385
64980664,64980664,0,0,2,64980664,21944019789,2499,98,0,0,64980664,2499,0,0,0,0,0,2,0.000,-2.682,0.000,3.389
64983163,64983163,0,0,2,64983163,21944019895,2499,106,0,0,64983163,2499,0,0,0,0,0,2,0.000,-2.684,0.000,3.396
64985662,64985662,0,0,2,64985662,21944019990,2499,95,0,0,64985662,2499,0,0,0,0,0,2,0.000,-2.671,0.000,3.380
64988161,64988161,0,0,2,64988161,21944020101,2499,111,0,0,64988161,2499,0,0,0,0,0,2,0.000,-2.675,0.000,3.386
64990660,64990660,0,0,2,64990660,21944020203,2499,102,0,0,64990660,2499,0,0,0,0,0,2,0.000,-2.678,0.000,3.391
64993159,64993159,0,0,2,64993159,21944020307,2499,104,0,0,64993159,2499,0,0,0,0,0,2,0.000,-2.683,0.000,3.399
64995658,64995658,0,0,2,64995658,21944020401,2499,94,0,0,64995658,2499,0,0,0,0,0,2,0.000,-2.671,0.000,3.385
64998157,64998157,0,0,2,64998157,21944020511,2499,110,0,0,64998157,2499,0,0,0,0,0,2,0.000,-2.675,0.000,3.391
65000656,65000656,0,0,2,65000656,21944020602,2499,91,0,0,65000656,2499,0,0,0,0,0,2,0.000,-2.678,0.000,3.396
65003155,65003155,0,0,2,65003155,21944020705,2499,103,0,0,65003155,2499,0,0,0,0,0,2,0.000,-2.683,0.000,3.402
65005654,65005654,0,0,3,65005654,21944020795,2499,90,0,0,65005654,2499,0,0,0,0,0,2,0.000,-2.671,0.000,3.387
65008986,65008986,0,0,8,65008986,21944052461,3332,31666,832,29166,65008986,3332,0,0,0,0,0,2,0.000,-2.678,0.000,3.394
65011485,65011485,0,0,2,65011485,21944052879,2499,418,0,0,65011485,2499,0,0,0,0,0,2,0.000,-2.683,0.000,3.400
65013984,65013984,0,0,3,65013984,21944052976,2499,97,0,0,65013984,2499,0,0,0,0,0,2,0.000,-2.687,0.000,3.404
65016483,65016483,0,0,3,65016483,21944053167,2499,191,0,0,65016483,2499,0,0,0,0,0,2,0.000,-2.677,0.000,3.393
65018982,65018982,0,0,3,65018982,21944053302,2499,135,0,0,65018982,2499,0,0,0,0,0,2,0.000,-2.680,0.000,3.397
65021481,65021481,0,0,2,65021481,21944053403,2499,101,0,0,65021481,2499,0,0,0,0,0,2,0.000,-2.686,0.000,3.405
65023980,65023980,0,0,2,65023980,21944053490,2499,87,0,0,65023980,2499,0,0,0,0,0,2,0.000,-2.690,0.000,3.408
65026479,65026479,0,0,3,65026479,21944053585,2499,95,0,0,65026479,2499,0,0,0,0,0,2,0.000,-2.681,0.000,3.396
65028978,65028978,0,0,2,65028978,21944053697,2499,112,0,0,65028978,2499,0,0,0,0,0,2,0.000,-2.685,0.000,3.402
65031477,65031477,0,0,4,65031477,21944053956,2499,259,0,0,65031477,2499,0,0,0,0,0,2,0.000,-2.688,0.000,3.406
65033976,65033976,0,0,6,65033976,21944054252,2499,296,0,0,65033976,2499,0,0,0,0,0,2,0.000,-2.692,0.000,3.410
