INS_BEFORE_WPNAV_US,INS_AFTER_WPNAV_US,INS_UPDATED_DURING_WPNAV,STATE_AGE_AT_WPNAV_US,WPNAV_ELAPSED_WALL_US,SIM_TIME_US,WALL_TIME_US,CONTROL_DT_SIM_US,CONTROL_DT_WALL_US,CONTROL_OVERRUN_SIM_US,CONTROL_OVERRUN_WALL_US,INS_UPDATE_US,INS_DT_US,PRODUCER_SIM_US,PRODUCER_WALL_US,AGE_SIM_US,AGE_WALL_US,NAV_INDEX,WP_DISTANCE_CM,REF_VEL_N,SIM_VEL_N,REF_VEL_E,SIM_VEL_E
47983299,47983299,0,0,7,47983299,11229593647,0,0,0,0,47983299,0,47983299,11229593054,0,593,0,1,0.000,-1.838,0.000,2.307
47985798,47985798,0,0,12,47985798,11229599356,2499,5709,0,3209,47985798,2499,47985798,11229598316,0,1040,0,1,0.000,-1.839,0.000,2.310
47988297,47988297,0,0,10,47988297,11229603363,2499,4007,0,1507,47988297,2499,47988297,11229602582,0,781,0,1,0.000,-1.843,0.000,2.314
47990796,47990796,0,0,9,47990796,11229608597,2499,5234,0,2734,47990796,2499,47990796,11229607590,0,1007,0,1,0.000,-1.831,0.000,2.301
47993295,47993295,0,0,7,47993295,11229612877,2499,4280,0,1780,47993295,2499,47993295,11229612355,0,522,0,1,0.000,-1.837,0.000,2.305
47995794,47995794,0,0,14,47995794,11229616987,2499,4110,0,1610,47995794,2499,47995794,11229616467,0,520,0,1,0.000,-1.840,0.000,2.309
47998293,47998293,0,0,10,47998293,11229622377,2499,5390,0,2890,47998293,2499,47998293,11229621391,0,986,0,1,0.000,-1.844,0.000,2.315
48000792,48000792,0,0,8,48000792,11229626523,2499,4146,0,1646,48000792,2499,48000792,11229625780,0,743,0,1,0.000,-1.834,0.000,2.300
48003291,48003291,0,0,9,48003291,11229632636,2499,6113,0,3613,48003291,2499,48003291,11229631117,0,1519,0,1,0.000,-1.839,0.000,2.306
48005790,48005790,0,0,7,48005790,11229636300,2499,3664,0,1164,48005790,2499,48005790,11229636290,0,10,0,1,0.000,-1.840,0.000,2.309
48009122,48009122,0,0,9,48009122,11229642009,3332,5709,832,3209,48009122,3332,48009122,11229641470,0,539,0,1,0.000,-1.845,0.000,2.313
48011621,48011621,0,833,9,48011621,11229648105,2499,6096,0,3596,48011621,2499,48011621,11229646646,0,1459,0,1,0.000,-1.835,0.000,2.299
48014120,48014120,0,833,8,48014120,11229660764,2499,12659,0,10159,48014120,2499,48014120,11229659589,0,1175,0,1,0.000,-1.840,0.000,2.304
48016619,48016619,0,0,8,48016619,11229663616,2499,2852,0,352,48016619,2499,48016619,11229663226,0,390,0,1,0.000,-1.842,0.000,2.307
48019951,48019951,0,0,7,48019951,11229669927,3332,6311,832,3811,48019951,3332,48019951,11229668953,0,974,0,1,0.000,-1.845,0.000,2.311
48022450,48022450,0,0,8,48022450,11229672852,2499,2925,0,425,48022450,2499,48022450,11229672814,0,38,0,1,0.000,-1.837,0.000,2.301
48025782,48025782,0,0,8,48025782,11229678366,3332,5514,832,3014,48025782,3332,48025782,11229678098,0,268,0,1,0.000,-1.840,0.000,2.306
48028281,48028281,0,0,7,48028281,11229682821,2499,4455,0,1955,48028281,2499,48028281,11229682512,0,309,0,1,0.000,-1.843,0.000,2.311
48029947,48029947,0,0,8,48029947,11229686533,1666,3712,0,1212,48029947,1666,48029947,11229685232,0,1301,0,1,0.000,-1.844,0.000,2.312
48032446,48032446,0,0,9,48032446,11229690675,2499,4142,0,1642,48032446,2499,48032446,11229689299,0,1376,0,1,0.000,-1.837,0.000,2.301
48034945,48034945,0,0,6,48034945,11229694228,2499,3553,0,1053,48034945,2499,48034945,11229693280,0,948,0,1,0.000,-1.840,0.000,2.304
48037444,48037444,0,0,8,48037444,11229699189,2499,4961,0,2461,48037444,2499,48037444,11229697976,0,1213,0,1,0.000,-1.842,0.000,2.308
